MOD15A2H.A2000049.h30v12.006.2020041210828.Lai_500m,MOD15A2H,A2000049,Lat-33.6152Lon150.7236Samp17Line17,2020041210828,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.3,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,0.1,0.1,0.3,0.2,0.2,F,F,F,0.7,F,F,F,F,F,F,F,0.1,0.3,0.4,0.3,0.5,F,0.3,0.7,0.3,0.3,F,F,F,F,F,F,F,F,F,F,0.3,F,0.2,0.5,0.5,0.5,F,F,F,F,F,F,F,0.1,F,F,F,0.3,0.3,0.3,0.5,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,0.6,0.8,0.8,0.5,F,F,F,F,F,F,F,F,F,F,0.3,0.8,1.0,0.8,F,F,F,F,F,F,F,F,F,F,0.3,0.4,0.8,0.8,0.8,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.7,0.7,0.8,F,F,0.8,0.8,0.6,F,F,F,F,F,F,0.3,0.7,0.7,0.6,F,F,F,0.9,0.8,F,F,0.6,1.0,1.1,F,0.3,F,0.5,0.5,0.5,F,F,1.0,0.9,1.0,0.6,0.6,F,F,1.1,F,0.3,0.5,F,F,F,0.5,0.5,0.5,0.6,0.6,0.6,0.6,F,F,F,F,F,0.3,0.3,F,F,0.5,0.5,0.5,F,F,F,F,F,F,F,F,F,F,F,F,F,0.5,0.5,0.5,0.7,F,F,F,F,F,0.2,F,F,0.6,0.6,F,0.9,0.9,0.5,0.8,0.8,0.7,F,F,F,0.2,0.2,0.5,0.5,0.5,F,F,F,1.0,1.5,1.4,1.4,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2009137.h30v12.006.2021134001742.Lai_500m,MOD15A2H,A2009137,Lat-33.6152Lon150.7236Samp17Line17,2021134001742,3.1,6.8,6.8,1.7,2.1,2.0,1.2,1.6,2.0,2.1,1.9,1.9,2.0,2.5,2.0,1.6,0.8,F,F,1.9,1.6,1.9,1.8,2.0,2.1,1.8,1.9,1.9,2.1,2.1,2.2,1.2,0.8,F,F,4.9,1.8,1.9,2.1,2.0,2.0,1.8,1.8,1.8,1.8,1.9,1.2,1.1,1.8,F,1.6,F,2.1,2.1,1.8,2.0,2.0,1.9,1.8,1.5,1.8,1.2,2.1,1.9,1.3,1.6,0.8,0.9,1.7,1.5,1.8,1.7,1.4,1.7,1.5,1.8,1.8,0.9,0.9,1.0,1.0,1.1,1.0,0.8,F,1.7,1.8,1.6,1.4,1.6,1.8,1.2,0.8,0.7,1.4,0.9,0.9,0.8,1.0,F,F,F,1.7,1.5,1.6,1.7,1.9,1.2,2.0,1.4,0.8,0.7,1.0,0.8,0.8,1.0,0.8,F,F,1.3,1.0,1.7,1.1,1.2,1.0,F,F,0.8,1.8,1.7,0.7,0.7,0.7,F,F,0.9,1.4,1.7,1.3,1.6,F,1.3,1.3,1.5,1.5,1.4,1.1,1.0,1.0,1.1,1.0,1.4,0.5,1.2,1.2,1.0,F,0.7,1.0,1.2,1.3,1.7,1.9,1.2,1.0,1.1,1.0,1.6,1.2,1.0,1.4,F,F,0.7,0.7,1.2,1.2,1.6,1.4,1.5,1.1,1.0,1.3,1.7,0.8,1.3,1.4,F,0.6,F,1.1,1.0,0.7,0.9,1.1,1.5,0.9,1.1,1.1,1.0,1.0,F,1.2,F,0.7,0.9,F,F,F,0.9,0.9,1.0,1.2,1.0,1.1,1.2,1.0,0.8,F,F,F,0.5,0.1,0.3,1.1,1.0,0.8,1.1,1.2,1.1,1.2,1.2,1.0,F,F,F,F,F,1.1,0.6,0.7,1.0,1.5,1.4,1.1,0.8,1.4,1.3,1.4,F,1.2,F,F,0.6,0.5,F,0.8,1.0,1.5,1.2,1.1,1.1,1.1,1.5,1.5,1.3,1.0,0.9,0.9,0.8,1.0,1.2,F,1.5,1.4,0.9,1.1,1.1,1.2,1.3,1.0,1.0,1.1,3.0,F,F,1.0,1.2,1.6
MOD15A2H.A2009145.h30v12.006.2021134123926.Lai_500m,MOD15A2H,A2009145,Lat-33.6152Lon150.7236Samp17Line17,2021134123926,F,F,F,F,0.9,1.0,0.6,0.9,1.0,1.0,1.0,1.0,1.0,1.0,F,F,F,F,F,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,F,F,0.1,F,F,F,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,F,F,F,F,F,F,F,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,F,F,F,F,F,F,F,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,F,0.1,F,F,F,F,F,F,F,0.9,0.9,0.8,0.8,0.9,0.9,0.6,0.1,0.1,F,F,F,F,F,F,F,F,0.9,0.8,0.8,0.9,0.9,0.2,0.2,F,F,0.1,0.2,F,F,F,F,F,F,0.6,0.6,0.8,0.6,F,0.2,F,F,0.1,F,F,F,0.1,0.1,F,F,F,0.8,0.8,F,0.1,F,0.1,0.1,0.1,0.1,0.2,0.1,F,F,F,F,F,F,F,F,F,F,F,0.1,0.2,0.1,0.2,0.1,F,F,F,F,F,F,F,0.1,F,F,0.1,0.1,0.2,F,F,F,F,F,F,F,F,F,F,F,F,0.2,F,0.1,F,F,F,F,F,0.1,F,F,F,F,F,0.1,F,0.2,0.2,F,F,F,0.1,F,F,0.1,F,F,F,F,F,F,F,F,F,F,F,0.1,0.1,0.1,0.1,0.1,0.1,F,F,F,F,F,F,F,F,F,F,F,0.1,F,F,F,0.1,0.1,0.1,F,F,F,F,F,0.2,0.1,F,F,F,F,F,0.2,0.1,0.1,F,F,0.2,0.2,0.2,0.2,F,0.3,0.3,F,F,F,F,F,0.1,0.1,0.2,0.2,0.2,0.2,F,F,F,0.2,0.2,0.3
MOD15A2H.A2009153.h30v12.006.2021135005512.Lai_500m,MOD15A2H,A2009153,Lat-33.6152Lon150.7236Samp17Line17,2021135005512,F,6.9,F,1.6,1.6,1.6,0.8,1.6,1.7,1.7,1.5,1.5,1.7,1.7,1.7,3.8,1.0,F,3.5,1.6,1.5,1.6,1.5,1.7,1.7,1.5,1.5,1.5,1.5,1.7,1.7,1.0,1.0,F,1.2,6.6,1.5,1.5,1.5,1.5,1.7,1.5,1.4,1.4,1.2,1.5,1.0,1.0,1.4,F,1.0,F,1.5,1.5,1.5,1.5,1.5,1.3,1.3,1.4,1.2,1.3,1.5,1.2,2.0,1.2,0.8,0.8,1.5,1.3,1.3,1.3,1.3,1.4,1.3,1.4,1.5,0.8,0.8,1.2,1.0,1.0,1.3,0.8,F,1.2,1.4,1.3,1.3,1.4,1.5,0.9,1.0,0.8,1.3,0.8,0.8,0.8,1.2,F,F,F,1.4,1.3,1.3,1.5,1.5,1.0,1.6,1.3,0.8,0.8,0.8,0.8,0.9,0.9,0.8,F,F,1.0,1.0,1.5,0.8,1.3,1.3,F,F,0.8,1.5,0.9,0.8,0.9,0.6,F,F,0.8,1.6,1.0,1.0,1.5,F,1.4,1.5,1.1,1.1,1.2,1.1,0.9,1.0,1.0,1.4,1.4,1.8,1.2,1.5,0.9,F,1.2,0.8,1.1,1.2,1.2,1.2,1.1,0.9,1.0,0.6,1.8,1.8,1.0,1.4,F,F,0.6,0.6,1.2,1.0,1.3,1.3,1.1,0.8,1.0,1.6,1.6,1.0,1.4,1.0,F,0.7,F,0.6,0.9,0.9,0.9,0.9,1.1,0.8,0.9,1.2,1.3,1.6,F,1.0,F,0.7,0.9,F,F,F,0.9,0.9,1.0,1.0,1.0,1.2,1.3,0.9,0.8,F,F,F,0.3,0.3,0.6,0.7,1.0,1.0,1.2,1.5,1.2,1.3,1.3,1.1,F,F,F,F,F,0.8,0.8,0.9,1.0,1.3,1.5,1.2,1.0,1.5,1.2,1.4,F,1.0,F,F,0.8,0.8,F,0.9,1.1,1.5,1.6,1.5,1.0,1.1,1.8,1.2,1.1,0.9,1.0,1.0,0.8,0.8,1.0,F,1.7,1.7,1.3,1.2,1.1,1.1,1.1,0.8,0.9,0.9,F,2.4,2.5,1.1,1.1,1.0
MOD15A2H.A2009161.h30v12.006.2021135140954.Lai_500m,MOD15A2H,A2009161,Lat-33.6152Lon150.7236Samp17Line17,2021135140954,6.5,6.5,6.4,1.6,2.0,2.0,1.1,1.9,2.1,2.2,1.8,1.8,1.9,2.1,1.6,1.5,1.0,F,6.8,2.1,1.5,1.8,1.8,2.1,2.3,1.9,1.7,1.8,1.8,2.0,2.1,1.0,0.9,F,6.9,4.0,1.6,1.8,1.9,2.0,2.1,1.7,1.8,1.8,1.8,1.8,1.2,1.1,1.9,F,1.5,2.0,1.6,1.9,1.8,2.0,1.9,1.9,1.7,1.8,1.8,1.6,1.9,1.9,1.2,1.4,0.8,1.0,1.7,1.7,1.8,1.6,1.5,1.7,1.7,1.8,1.9,0.9,0.9,1.2,1.0,1.1,1.3,1.0,F,1.6,1.8,1.5,1.3,1.6,1.8,1.0,1.0,0.9,1.4,1.0,1.1,0.8,1.3,F,F,F,1.5,1.9,1.7,1.6,1.9,1.2,1.7,1.4,1.0,1.1,1.1,0.8,0.8,0.9,0.9,F,F,1.2,1.1,2.1,1.0,1.2,1.2,F,F,0.8,1.6,1.5,0.8,0.7,0.7,F,F,1.0,1.8,1.5,1.2,1.9,F,1.7,1.4,1.3,1.2,1.3,1.1,1.0,1.0,0.9,1.1,1.7,1.7,1.7,1.7,1.0,F,1.1,0.9,1.2,1.3,1.2,1.5,1.0,1.0,1.2,0.8,1.7,2.6,1.1,1.6,F,F,1.0,1.2,1.2,1.0,1.6,1.5,1.3,0.8,0.8,1.3,1.7,1.5,1.5,1.2,F,1.0,F,1.2,1.0,1.0,0.9,0.9,1.3,0.8,1.1,1.5,1.9,1.5,F,1.1,F,0.7,0.8,F,F,F,0.9,0.9,1.0,1.3,0.9,1.1,1.2,0.7,0.9,F,F,F,0.6,0.8,0.6,0.9,1.0,0.9,1.0,1.4,1.2,1.1,1.5,1.2,F,F,F,F,F,0.7,0.8,0.7,1.0,1.5,1.2,0.9,0.9,1.6,1.1,1.6,F,1.0,F,F,0.8,0.8,F,0.8,1.0,1.5,1.6,1.3,1.0,1.0,1.5,1.3,1.2,1.0,1.0,1.1,0.8,0.8,1.0,F,1.2,1.3,0.9,0.9,0.8,0.9,1.5,0.9,0.8,1.1,2.7,2.7,2.7,1.1,1.2,1.5
MOD15A2H.A2009169.h30v12.006.2021135212420.Lai_500m,MOD15A2H,A2009169,Lat-33.6152Lon150.7236Samp17Line17,2021135212420,3.0,6.9,6.9,1.6,2.0,2.1,1.0,1.7,1.9,1.8,1.6,1.7,1.7,1.6,1.2,1.0,0.9,3.6,4.8,1.6,1.3,1.8,1.8,1.9,1.9,1.8,1.5,1.4,1.5,1.5,1.3,0.7,0.6,F,3.4,3.4,1.6,1.8,1.6,1.9,1.9,1.7,1.6,1.6,1.3,1.4,0.9,0.9,1.4,F,0.8,3.2,1.8,2.1,1.6,1.8,1.8,1.7,1.5,1.7,1.6,1.0,1.5,1.4,1.0,0.7,0.6,0.7,1.8,2.1,1.6,1.3,1.5,1.7,1.6,1.7,1.6,0.7,0.6,1.0,0.7,0.7,1.0,0.7,F,1.5,1.8,1.3,1.2,1.6,1.8,0.9,0.9,0.8,1.0,0.6,0.6,0.6,0.8,F,F,F,1.5,1.3,1.3,1.6,1.8,1.0,1.4,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,F,F,0.9,0.9,1.6,0.8,0.8,1.0,F,F,0.6,1.0,1.0,0.4,0.6,0.5,F,F,0.6,2.0,1.7,1.7,1.0,F,1.1,1.2,1.0,1.0,1.0,0.8,0.7,0.7,0.6,0.7,0.8,0.9,1.2,1.0,0.8,F,0.8,0.9,1.1,1.1,1.3,1.5,0.8,0.7,0.7,0.7,0.9,0.7,0.5,1.0,F,F,0.6,0.9,1.2,1.1,1.4,1.1,1.1,0.5,0.6,0.6,0.9,0.6,0.4,0.4,F,0.5,F,1.1,0.8,0.8,0.6,0.9,0.9,0.7,1.0,1.1,1.0,0.9,F,0.6,F,0.9,1.0,F,F,F,0.6,0.7,0.7,1.0,0.8,0.9,1.0,0.6,0.7,F,F,F,0.3,0.2,0.5,0.5,0.6,0.6,0.6,0.8,0.8,0.7,1.0,0.6,F,F,F,F,F,0.4,0.6,0.5,0.6,0.5,0.9,0.9,0.8,0.7,0.7,0.8,F,0.6,F,F,0.7,0.5,F,0.5,0.5,2.2,1.5,1.1,0.8,0.8,1.0,1.0,0.8,0.7,0.7,0.7,0.8,0.7,0.5,F,0.5,0.4,1.1,1.0,0.9,1.0,1.2,0.7,0.8,0.7,1.9,F,F,0.6,0.5,0.5
MOD15A2H.A2009177.h30v12.006.2021136041527.Lai_500m,MOD15A2H,A2009177,Lat-33.6152Lon150.7236Samp17Line17,2021136041527,6.7,6.7,4.8,1.4,1.8,1.7,0.9,1.4,1.8,1.6,1.6,1.5,1.7,1.8,1.2,1.2,0.8,6.7,4.9,1.7,1.2,1.6,1.6,1.9,1.8,1.6,1.3,1.4,1.5,1.8,1.4,0.7,0.6,F,F,2.6,1.3,1.6,1.6,1.9,1.7,1.6,1.5,1.5,1.4,1.5,1.0,1.0,1.5,F,1.0,2.6,1.6,1.5,1.5,1.5,1.6,1.5,1.4,1.3,1.7,1.3,1.5,1.8,0.7,0.9,0.8,1.0,1.6,1.5,1.4,1.3,1.3,1.5,1.5,1.3,1.7,0.9,0.8,0.9,0.8,1.0,1.0,1.0,F,1.4,1.3,1.0,1.0,1.5,1.5,0.8,0.9,0.9,1.1,0.6,0.8,0.9,1.0,F,F,F,1.2,1.0,1.2,1.4,1.4,0.9,1.3,1.0,0.6,0.6,0.8,0.9,0.7,0.7,0.8,F,F,0.8,0.9,1.6,0.8,0.8,1.1,F,F,0.6,1.4,0.9,0.6,0.7,0.6,F,F,0.7,1.5,1.3,1.1,1.5,F,1.3,1.1,1.2,1.1,1.1,0.7,0.8,0.7,0.8,0.8,1.0,1.0,1.0,1.2,0.6,F,1.0,0.8,1.1,1.1,1.2,1.4,0.9,0.7,0.8,0.7,1.0,1.1,0.8,0.9,F,F,0.7,0.8,1.0,1.0,1.2,1.4,1.0,0.6,0.7,0.9,1.2,0.8,1.0,1.0,F,0.8,F,0.9,0.7,1.0,1.0,0.9,1.0,0.8,0.9,1.2,1.2,1.2,F,1.2,F,0.7,1.0,F,F,F,0.8,0.9,0.9,1.0,0.9,1.0,1.1,0.8,0.9,F,F,F,0.7,0.3,0.6,0.8,0.7,0.8,0.8,1.0,1.1,1.0,1.2,0.8,F,F,F,F,F,0.7,0.8,0.8,0.8,1.1,1.2,0.9,0.9,1.2,1.4,1.5,F,1.0,F,F,0.8,0.7,F,0.8,1.0,1.3,1.3,1.2,1.0,1.0,1.6,1.7,1.5,1.0,1.0,1.0,0.8,1.0,1.1,F,1.1,1.1,1.0,0.9,1.0,1.0,1.6,0.9,0.9,1.3,2.6,F,2.4,1.2,1.1,1.2
MOD15A2H.A2009185.h30v12.006.2021137064057.Lai_500m,MOD15A2H,A2009185,Lat-33.6152Lon150.7236Samp17Line17,2021137064057,F,F,F,1.3,1.8,1.5,0.8,1.4,1.6,1.6,1.5,1.5,1.6,1.5,1.1,1.1,0.6,F,F,1.7,1.1,1.5,1.4,1.6,1.7,1.4,1.5,1.5,1.5,1.3,1.2,0.8,0.7,F,F,3.1,1.4,1.4,1.5,1.6,1.6,1.4,1.5,1.5,1.3,1.3,0.9,1.1,1.2,F,1.0,2.8,1.3,1.5,1.4,1.5,1.5,1.6,1.6,1.3,1.4,1.0,1.2,1.9,1.2,0.7,0.6,0.9,1.5,1.2,1.3,1.1,1.2,1.5,1.3,1.4,1.4,0.7,0.6,0.8,0.6,0.7,0.8,0.7,F,1.4,1.2,1.1,1.0,1.2,1.3,0.8,0.8,0.7,1.3,0.6,0.8,0.7,0.9,F,F,F,1.2,0.9,1.0,1.4,1.3,0.6,1.4,1.1,0.5,0.6,0.7,0.6,0.4,0.7,0.7,F,F,0.8,0.9,1.5,0.8,0.9,1.0,F,F,0.7,1.4,1.2,0.4,0.7,0.6,F,F,0.6,1.5,1.2,1.2,1.2,F,1.2,1.3,1.2,1.4,1.1,0.5,0.7,0.7,0.7,0.7,0.7,0.7,1.2,0.7,0.6,F,0.7,0.5,1.1,1.1,1.5,1.5,1.0,0.6,0.7,0.6,0.2,0.2,0.6,0.7,F,F,0.5,0.8,1.1,1.0,1.2,1.4,1.2,0.7,0.5,1.0,0.8,0.7,0.2,0.2,F,0.4,F,1.0,0.8,0.7,0.7,0.8,1.2,0.7,0.9,0.9,0.9,0.9,F,1.0,F,0.6,0.9,F,F,F,0.8,0.8,0.8,1.2,0.8,1.0,0.9,0.8,0.7,F,F,F,0.5,0.2,0.4,0.6,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.5,F,F,F,F,F,1.0,1.0,0.6,0.7,1.0,1.2,0.8,0.8,0.9,0.8,1.1,F,1.0,F,F,0.7,0.7,F,0.7,0.8,1.5,1.2,1.2,0.8,1.0,1.3,1.2,1.0,1.0,1.0,0.9,0.7,0.9,0.7,F,1.3,1.2,0.9,0.8,0.8,0.9,1.2,0.5,0.7,1.0,3.6,3.7,2.1,1.0,1.0,1.0
MOD15A2H.A2009193.h30v12.006.2021137184816.Lai_500m,MOD15A2H,A2009193,Lat-33.6152Lon150.7236Samp17Line17,2021137184816,3.1,5.0,4.8,1.4,1.7,1.4,0.8,1.3,1.4,1.4,1.5,1.4,1.4,1.2,1.0,1.0,0.7,4.9,4.8,1.5,1.2,1.4,1.4,1.4,1.5,1.4,1.3,1.1,1.3,1.2,1.2,0.7,0.7,F,6.8,3.2,1.4,1.4,1.4,1.2,1.5,1.4,1.4,1.3,1.4,1.4,0.8,0.8,0.8,F,1.0,3.2,1.6,1.8,1.5,1.4,1.4,1.4,1.4,1.3,1.4,1.0,1.3,1.4,0.8,0.8,0.8,0.7,1.8,1.4,1.4,1.3,1.2,1.4,1.4,1.3,1.2,0.8,0.6,0.7,0.7,0.5,1.1,0.8,F,1.3,1.3,1.2,1.0,1.2,1.3,0.8,0.8,0.8,1.0,0.6,0.6,0.6,0.8,F,F,F,1.2,1.0,1.0,1.2,1.3,0.7,1.2,1.0,0.5,0.6,0.8,0.6,0.8,0.6,0.7,F,F,0.8,0.8,1.3,0.7,0.8,1.1,F,F,0.6,1.0,1.2,0.5,0.7,0.7,F,F,0.6,1.4,1.2,0.9,0.9,F,1.0,0.9,1.1,1.1,1.0,0.9,0.7,0.8,0.7,0.8,0.9,1.1,1.0,0.7,0.6,F,1.0,0.7,0.8,0.9,1.0,1.1,0.7,0.7,0.8,0.6,1.1,1.1,1.0,0.8,F,F,0.4,0.6,0.8,0.8,1.0,1.0,0.9,0.6,0.6,0.9,1.1,0.8,1.0,1.0,F,0.6,F,0.7,0.7,0.7,0.6,0.6,0.8,0.6,0.8,1.1,1.1,1.0,F,1.2,F,0.6,0.6,F,F,F,0.6,0.6,0.6,0.8,0.6,0.8,0.8,0.6,0.7,F,F,F,0.4,0.4,0.6,0.6,0.6,0.6,0.8,0.9,1.1,1.0,0.9,0.9,F,F,F,F,F,1.0,0.6,0.6,0.7,1.1,0.9,0.9,0.8,1.0,1.1,1.3,F,0.7,F,F,0.6,0.6,F,0.7,0.9,1.5,1.2,1.2,0.8,1.1,1.5,1.3,1.2,0.9,0.9,0.9,0.6,0.6,0.6,F,1.4,1.5,0.9,0.9,0.8,1.0,1.1,0.7,0.9,0.9,F,F,F,0.8,0.8,0.9
MOD15A2H.A2009201.h30v12.006.2021138075209.Lai_500m,MOD15A2H,A2009201,Lat-33.6152Lon150.7236Samp17Line17,2021138075209,F,6.9,5.0,1.8,1.9,1.6,0.8,1.4,1.7,1.7,1.5,1.6,1.8,1.6,1.1,1.0,0.8,6.9,5.0,1.8,1.4,1.5,1.5,1.7,1.7,1.5,1.5,1.5,1.6,1.4,1.3,0.8,0.8,F,F,3.1,1.6,1.5,1.6,1.9,1.9,1.7,1.5,1.7,1.5,1.5,1.0,0.9,1.5,F,1.1,3.1,1.7,1.6,1.5,1.5,1.7,1.6,1.6,1.7,1.6,1.2,1.3,1.8,0.8,0.8,0.8,1.0,1.7,1.5,1.5,1.2,1.3,1.6,1.5,1.5,1.6,0.8,0.6,0.8,0.6,0.6,1.0,0.7,F,1.4,1.5,1.1,1.0,1.3,1.6,1.0,1.0,0.8,1.0,0.7,0.8,0.8,0.8,F,F,F,1.3,1.0,1.0,1.5,1.5,0.9,1.3,1.4,0.6,0.7,0.8,0.8,0.8,0.7,0.7,F,F,0.9,1.0,1.4,0.9,1.0,1.2,F,F,0.8,1.4,1.2,0.6,0.7,0.7,F,F,0.7,1.5,1.4,1.3,1.1,F,1.1,1.3,1.3,1.4,1.1,0.8,0.7,0.7,0.7,0.9,1.0,1.1,1.3,1.0,0.6,F,0.7,0.9,1.2,1.1,1.2,1.5,1.0,0.6,0.8,0.7,1.0,1.1,0.9,1.0,F,F,0.6,0.8,1.2,1.0,1.3,1.3,1.0,0.6,0.6,1.0,1.4,0.8,1.1,1.2,F,0.6,F,1.0,0.9,0.9,0.9,1.0,1.0,0.7,1.1,1.2,1.2,1.4,F,1.0,F,0.6,0.9,F,F,F,0.8,0.8,0.8,1.2,0.9,1.1,1.1,0.8,1.0,F,F,F,0.6,0.3,0.6,0.7,0.9,0.8,0.9,1.2,1.2,1.1,1.3,0.9,F,F,F,F,F,0.9,0.9,0.7,0.7,1.3,1.4,1.0,0.9,1.4,1.2,1.3,F,0.8,F,F,0.7,0.7,F,0.7,1.0,1.4,1.4,1.2,1.0,1.1,1.4,1.4,1.1,1.1,1.0,1.0,0.7,0.8,0.9,F,1.4,1.4,1.0,1.0,1.0,1.0,1.3,1.0,1.0,1.0,2.8,2.8,2.6,1.1,1.1,1.1
MOD15A2H.A2009209.h30v12.006.2021139025750.Lai_500m,MOD15A2H,A2009209,Lat-33.6152Lon150.7236Samp17Line17,2021139025750,3.3,6.6,5.4,1.6,1.7,1.5,0.8,1.3,1.6,1.7,1.7,1.6,1.7,1.5,1.1,1.0,0.8,F,4.8,1.7,1.4,1.5,1.5,1.7,1.8,1.4,1.5,1.5,1.5,1.5,1.2,0.8,0.8,F,4.5,4.5,1.5,1.5,1.5,1.7,1.8,1.8,1.5,1.6,1.5,1.6,0.8,1.1,1.6,F,1.0,3.8,1.5,1.5,1.5,1.5,1.6,1.8,1.5,1.5,1.5,1.3,1.6,2.0,1.5,0.7,0.8,1.0,1.5,1.5,1.5,1.2,1.4,1.6,1.6,1.5,1.6,0.8,0.8,1.2,0.6,0.7,0.8,0.9,F,1.5,1.5,1.2,1.2,1.3,1.5,0.9,0.8,0.8,1.2,0.8,0.8,0.8,0.7,F,F,F,1.2,1.0,1.3,1.5,1.4,0.9,1.5,0.9,0.6,0.7,0.8,0.8,0.7,0.7,0.7,F,F,0.8,1.0,1.4,0.9,1.0,0.9,F,F,0.8,1.4,1.2,0.6,0.7,0.7,F,F,0.7,1.6,1.3,1.5,1.0,F,1.1,1.3,1.2,1.2,1.1,0.9,0.7,0.7,0.8,0.9,1.0,1.1,1.0,1.1,0.7,F,0.9,1.0,1.2,1.2,1.2,1.4,0.9,0.7,1.0,0.7,1.0,1.1,0.9,0.9,F,F,0.6,0.8,1.2,1.0,1.3,1.2,1.2,0.7,0.7,1.0,1.3,0.8,1.0,1.1,F,0.6,F,1.0,0.8,0.9,0.8,0.8,1.1,0.7,1.0,1.0,1.2,1.5,F,1.1,F,0.7,0.9,F,F,F,0.7,0.8,0.9,1.1,0.8,1.0,1.2,0.7,0.8,F,F,F,0.5,0.5,0.6,0.7,0.9,0.8,0.9,1.2,1.2,1.0,1.1,0.8,F,F,F,F,F,1.1,0.8,0.7,0.7,1.2,1.2,0.9,0.9,1.2,1.1,1.5,F,0.9,F,F,0.7,0.7,F,0.7,0.9,1.3,1.2,1.2,0.9,1.0,1.3,1.2,1.0,0.9,0.8,0.8,0.8,0.9,1.0,F,1.3,1.3,0.9,0.9,0.9,0.9,1.3,0.9,0.8,1.0,2.6,2.6,2.4,0.9,1.1,1.1
MOD15A2H.A2009217.h30v12.006.2021139103540.Lai_500m,MOD15A2H,A2009217,Lat-33.6152Lon150.7236Samp17Line17,2021139103540,3.0,4.1,4.7,1.5,1.6,1.6,0.8,1.3,1.5,1.5,1.5,1.6,1.6,1.4,1.0,1.0,0.8,F,4.7,1.8,1.4,1.5,1.4,1.7,1.5,1.5,1.3,1.5,1.5,1.4,1.0,0.8,0.9,F,4.8,3.5,1.5,1.4,1.4,1.7,1.7,1.5,1.6,1.5,1.5,1.4,0.8,1.0,1.7,F,1.0,3.2,1.6,1.4,1.6,1.5,1.5,1.5,1.6,1.5,1.5,1.1,1.4,1.4,0.7,0.7,0.6,0.8,1.6,1.6,1.5,1.2,1.3,1.4,1.6,1.5,1.6,0.8,0.6,0.7,0.6,0.5,0.7,0.7,F,1.5,1.4,1.0,1.0,1.4,1.3,0.9,0.9,0.6,1.2,0.5,0.7,0.6,0.7,F,F,F,1.2,1.0,1.0,1.3,1.4,0.8,0.7,1.0,0.4,0.7,0.8,0.8,0.5,0.7,0.7,F,F,0.9,1.0,1.5,0.8,0.9,0.7,F,F,0.7,1.4,1.2,0.5,0.5,0.6,F,F,0.7,1.6,1.2,0.7,1.3,F,1.0,1.2,1.2,1.4,1.2,0.6,0.7,0.7,0.8,0.7,0.9,1.0,1.2,0.7,0.6,F,0.6,0.6,1.2,1.0,1.3,1.4,0.7,0.7,0.8,0.7,0.9,1.2,0.9,0.8,F,F,0.6,0.9,1.2,1.0,1.2,1.2,0.9,0.6,0.7,0.7,1.1,0.9,1.0,1.2,F,0.4,F,1.0,0.8,0.7,0.7,0.9,1.2,0.7,1.0,1.0,1.1,1.4,F,1.0,F,0.7,0.9,F,F,F,0.7,0.7,0.9,1.2,0.8,1.0,1.1,0.4,0.7,F,F,F,0.3,0.3,0.3,0.7,0.7,0.8,0.8,1.1,1.1,1.0,1.2,1.0,F,F,F,F,F,0.5,0.9,0.6,0.7,1.0,1.0,0.8,0.8,1.2,1.0,1.3,F,0.8,F,F,0.7,0.7,F,0.6,0.7,1.4,1.4,1.2,0.8,1.0,1.2,1.3,1.2,1.0,0.9,0.9,0.9,0.7,0.8,F,1.0,1.3,0.8,0.8,0.8,0.9,1.2,0.8,0.7,1.0,2.2,2.0,2.0,0.9,1.1,1.1
